Pais,Anio,Emisiones_de_CO2,Consumo_energia,Produccion_energia,PBI,Poblacion,Intencidad_per_capita,Intensidad_por_PBI
Perú,2003,24.878399747,0.54039445490519422,0.39968587429457209,181.022,27372.2,19.74245602856892,2.9852418761542476
Perú,2004,25.002378961,0.5919361454452583,0.4071290115672801,189.887,27624.2,21.4281733206847,3.1173073746241622
Perú,2005,28.38360476,0.62134174923364138,0.47202228701022586,201.687,27866.1,22.297406139848828,3.0807228489374197
Perú,2006,29.267248344,0.64278728375233229,0.50505468284292487,216.792,28102.1,22.873282913103729,2.9649954045921079
Perú,2007,32.793034384,0.66444249377642328,0.53919873903524518,235.188,28333.1,23.451104671794589,2.8251547433390449
Perú,2008,31.214041109,0.77156612896996057,0.59882699554127028,256.776,28562.3,27.013445309725078,3.0048218251314789
Perú,2009,35.580425998,0.77057993127738467,0.63350606268885157,259.745,28792.7,26.763031298814791,2.9666785935335991
Perú,2010,36.454249765,0.86442341303716441,0.81306418182222084,281.351,29027.7,29.779259570588245,3.0724021348321648
Perú,2011,42.507749872,0.90484895087136652,0.99616065905358231,299.215,29264.3,30.919890476497528,3.0240761688797906
Perú,2012,44.412208586,0.95970990191991079,1.0109969957648219,317.569,29506.8,32.525041750373163,3.0220515916853055
Perú,2013,46.757305388,0.98746292250561252,1.062372108076334,336.09,29774.0,33.165275828092042,2.9380907569568051
Perú,2014,47.876195386,1.0062818042237476,1.1074439329895827,344.292,30090.4,33.441955049575533,2.9227568582010259
Perú,2015,48.4727403,1.0466049422164352,1.0602593298319236,355.377,30470.7,34.347912657616504,2.9450553699773341
Perú,2016,49.882523732,1.0846614653746114,1.0939222741823156,369.449,30926.0,35.0728017000133,2.9358895689922324
Perú,2017,53.033412729,1.0937353126498768,1.0977961290616984,378.671,31444.3,34.783261597487517,2.8883524554293216
Perú,2018,51.037606187,1.1359035392231498,1.1107680729431271,393.702,31953.5,35.548642221451473,2.8851861032536021
Perú,2019,52.918496178,1.1855060965141537,1.1672519969393036,402.28,32462.7,36.519023264058553,2.9469675263849897
